primaryCaseID,justiceID,justiceName
1,34,PKerwin
1,36,RTaschereau
1,42,JHGFauteux
1,46,WJudson
2,34,PKerwin
2,40,CHLocke
2,41,JRCartwright
2,46,WJudson
3,37,ICRand
3,40,CHLocke
3,41,JRCartwright
3,45,RMartland
4,37,ICRand
4,40,CHLocke
4,41,JRCartwright
4,45,RMartland
5,37,ICRand
5,41,JRCartwright
5,43,DCAbbott
5,46,WJudson
6,34,PKerwin
6,37,ICRand
6,40,CHLocke
6,46,WJudson
7,34,PKerwin
7,37,ICRand
7,41,JRCartwright
7,46,WJudson
8,34,PKerwin
8,37,ICRand
8,42,JHGFauteux
8,43,DCAbbott
9,34,PKerwin
9,36,RTaschereau
9,40,CHLocke
9,43,DCAbbott
10,34,PKerwin
10,42,JHGFauteux
10,45,RMartland
10,46,WJudson
11,34,PKerwin
11,45,RMartland
12,34,PKerwin
12,40,CHLocke
12,41,JRCartwright
12,45,RMartland
13,34,PKerwin
13,37,ICRand
13,40,CHLocke
13,46,WJudson
14,37,ICRand
14,41,JRCartwright
14,43,DCAbbott
14,46,WJudson
15,34,PKerwin
15,37,ICRand
15,42,JHGFauteux
15,45,RMartland
16,34,PKerwin
16,37,ICRand
16,43,DCAbbott
16,46,WJudson
17,34,PKerwin
17,36,RTaschereau
17,37,ICRand
17,46,WJudson
18,34,PKerwin
18,37,ICRand
18,40,CHLocke
18,46,WJudson
19,34,PKerwin
19,36,RTaschereau
19,37,ICRand
19,46,WJudson
20,34,PKerwin
20,36,RTaschereau
20,37,ICRand
20,46,WJudson
21,34,PKerwin
21,37,ICRand
21,42,JHGFauteux
21,43,DCAbbott
22,37,ICRand
22,40,CHLocke
22,41,JRCartwright
22,45,RMartland
23,34,PKerwin
23,36,RTaschereau
23,37,ICRand
23,46,WJudson
24,36,RTaschereau
24,37,ICRand
24,40,CHLocke
24,42,JHGFauteux
25,36,RTaschereau
25,37,ICRand
25,42,JHGFauteux
25,43,DCAbbott
26,36,RTaschereau
26,37,ICRand
26,41,JRCartwright
26,42,JHGFauteux
28,34,PKerwin
28,37,ICRand
28,41,JRCartwright
28,45,RMartland
29,34,PKerwin
29,37,ICRand
29,40,CHLocke
29,45,RMartland
30,34,PKerwin
30,37,ICRand
30,41,JRCartwright
30,45,RMartland
31,34,PKerwin
31,36,RTaschereau
31,37,ICRand
31,46,WJudson
32,37,ICRand
32,40,CHLocke
32,42,JHGFauteux
32,43,DCAbbott
33,34,PKerwin
33,36,RTaschereau
33,41,JRCartwright
33,47,RARitchie
34,40,CHLocke
34,42,JHGFauteux
34,46,WJudson
34,47,RARitchie
35,34,PKerwin
35,36,RTaschereau
35,46,WJudson
35,47,RARitchie
36,34,PKerwin
36,36,RTaschereau
36,42,JHGFauteux
37,36,RTaschereau
37,37,ICRand
37,42,JHGFauteux
37,43,DCAbbott
38,34,PKerwin
38,36,RTaschereau
38,42,JHGFauteux
38,47,RARitchie
39,36,RTaschereau
39,40,CHLocke
39,43,DCAbbott
39,47,RARitchie
40,43,DCAbbott
42,40,CHLocke
42,41,JRCartwright
42,45,RMartland
42,47,RARitchie
43,36,RTaschereau
43,42,JHGFauteux
43,43,DCAbbott
44,34,PKerwin
44,36,RTaschereau
44,41,JRCartwright
44,47,RARitchie
45,41,JRCartwright
45,42,JHGFauteux
45,43,DCAbbott
45,45,RMartland
46,41,JRCartwright
46,42,JHGFauteux
46,43,DCAbbott
46,47,RARitchie
47,34,PKerwin
47,41,JRCartwright
47,46,WJudson
47,47,RARitchie
48,34,PKerwin
48,36,RTaschereau
48,46,WJudson
48,47,RARitchie
49,34,PKerwin
49,41,JRCartwright
49,42,JHGFauteux
49,47,RARitchie
50,34,PKerwin
50,41,JRCartwright
50,46,WJudson
50,47,RARitchie
51,40,CHLocke
51,45,RMartland
51,46,WJudson
51,47,RARitchie
52,36,RTaschereau
52,42,JHGFauteux
52,43,DCAbbott
52,47,RARitchie
53,34,PKerwin
53,40,CHLocke
53,45,RMartland
53,46,WJudson
54,41,JRCartwright
54,45,RMartland
54,46,WJudson
54,47,RARitchie
55,34,PKerwin
55,40,CHLocke
55,42,JHGFauteux
55,43,DCAbbott
56,34,PKerwin
56,36,RTaschereau
56,40,CHLocke
56,42,JHGFauteux
57,34,PKerwin
57,41,JRCartwright
57,42,JHGFauteux
57,43,DCAbbott
58,34,PKerwin
58,41,JRCartwright
58,42,JHGFauteux
58,43,DCAbbott
59,27,TRinfret
59,36,RTaschereau
59,38,RLKellock
59,39,JWEstey
60,27,TRinfret
60,36,RTaschereau
61,34,PKerwin
61,38,RLKellock
61,39,JWEstey
61,40,CHLocke
62,27,TRinfret
62,34,PKerwin
62,39,JWEstey
62,40,CHLocke
63,27,TRinfret
63,37,ICRand
63,39,JWEstey
63,40,CHLocke
64,27,TRinfret
64,34,PKerwin
64,38,RLKellock
64,40,CHLocke
66,34,PKerwin
66,37,ICRand
66,38,RLKellock
66,42,JHGFauteux
67,40,CHLocke
67,42,JHGFauteux
68,36,RTaschereau
68,41,JRCartwright
69,27,TRinfret
69,38,RLKellock
69,39,JWEstey
69,42,JHGFauteux
70,27,TRinfret
70,36,RTaschereau
70,37,ICRand
70,40,CHLocke
71,27,TRinfret
71,42,JHGFauteux
72,27,TRinfret
72,42,JHGFauteux
73,27,TRinfret
73,42,JHGFauteux
74,34,PKerwin
74,37,ICRand
74,40,CHLocke
74,41,JRCartwright
75,27,TRinfret
75,36,RTaschereau
75,38,RLKellock
75,42,JHGFauteux
76,34,PKerwin
76,40,CHLocke
76,41,JRCartwright
76,42,JHGFauteux
77,34,PKerwin
77,37,ICRand
77,38,RLKellock
77,40,CHLocke
80,34,PKerwin
80,37,ICRand
80,41,JRCartwright
80,42,JHGFauteux
81,36,RTaschereau
81,38,RLKellock
81,40,CHLocke
81,41,JRCartwright
82,27,TRinfret
82,36,RTaschereau
82,38,RLKellock
82,42,JHGFauteux
83,27,TRinfret
83,38,RLKellock
83,39,JWEstey
83,42,JHGFauteux
84,27,TRinfret
84,34,PKerwin
84,36,RTaschereau
84,40,CHLocke
85,27,TRinfret
85,38,RLKellock
85,42,JHGFauteux
86,40,CHLocke
86,41,JRCartwright
87,34,PKerwin
87,36,RTaschereau
87,38,RLKellock
87,42,JHGFauteux
88,36,RTaschereau
88,38,RLKellock
88,40,CHLocke
88,42,JHGFauteux
89,34,PKerwin
89,36,RTaschereau
89,38,RLKellock
89,39,JWEstey
90,34,PKerwin
90,37,ICRand
90,38,RLKellock
90,40,CHLocke
91,34,PKerwin
91,38,RLKellock
93,27,TRinfret
93,37,ICRand
93,38,RLKellock
93,40,CHLocke
94,34,PKerwin
94,38,RLKellock
94,39,JWEstey
94,40,CHLocke
95,34,PKerwin
95,38,RLKellock
95,39,JWEstey
95,40,CHLocke
96,27,TRinfret
96,38,RLKellock
96,39,JWEstey
96,42,JHGFauteux
97,27,TRinfret
97,34,PKerwin
97,37,ICRand
97,39,JWEstey
98,27,TRinfret
98,34,PKerwin
98,38,RLKellock
98,41,JRCartwright
99,27,TRinfret
99,36,RTaschereau
99,37,ICRand
99,42,JHGFauteux
100,27,TRinfret
100,38,RLKellock
100,39,JWEstey
100,42,JHGFauteux
101,27,TRinfret
101,34,PKerwin
101,37,ICRand
101,40,CHLocke
102,34,PKerwin
102,36,RTaschereau
102,39,JWEstey
102,41,JRCartwright
103,34,PKerwin
103,37,ICRand
103,38,RLKellock
103,42,JHGFauteux
104,27,TRinfret
104,34,PKerwin
104,36,RTaschereau
104,40,CHLocke
105,27,TRinfret
105,36,RTaschereau
105,38,RLKellock
105,42,JHGFauteux
106,34,PKerwin
106,36,RTaschereau
106,41,JRCartwright
106,42,JHGFauteux
107,27,TRinfret
107,34,PKerwin
107,38,RLKellock
107,41,JRCartwright
108,34,PKerwin
108,38,RLKellock
108,39,JWEstey
108,40,CHLocke
109,27,TRinfret
109,37,ICRand
109,38,RLKellock
109,42,JHGFauteux
110,27,TRinfret
110,36,RTaschereau
110,38,RLKellock
110,42,JHGFauteux
111,36,RTaschereau
111,40,CHLocke
111,42,JHGFauteux
112,27,TRinfret
112,36,RTaschereau
112,38,RLKellock
112,42,JHGFauteux
113,27,TRinfret
113,36,RTaschereau
113,37,ICRand
113,41,JRCartwright
115,36,RTaschereau
115,37,ICRand
115,42,JHGFauteux
115,43,DCAbbott
116,27,TRinfret
116,36,RTaschereau
116,38,RLKellock
116,41,JRCartwright
117,27,TRinfret
118,34,PKerwin
118,37,ICRand
118,41,JRCartwright
118,42,JHGFauteux
119,34,PKerwin
119,38,RLKellock
119,39,JWEstey
119,41,JRCartwright
121,36,RTaschereau
121,40,CHLocke
121,42,JHGFauteux
121,43,DCAbbott
122,37,ICRand
122,38,RLKellock
122,39,JWEstey
122,41,JRCartwright
123,37,ICRand
123,39,JWEstey
123,40,CHLocke
123,41,JRCartwright
124,34,PKerwin
124,36,RTaschereau
124,38,RLKellock
124,42,JHGFauteux
125,36,RTaschereau
125,38,RLKellock
125,42,JHGFauteux
125,43,DCAbbott
126,34,PKerwin
126,36,RTaschereau
126,42,JHGFauteux
126,43,DCAbbott
127,36,RTaschereau
127,39,JWEstey
127,42,JHGFauteux
127,43,DCAbbott
128,36,RTaschereau
128,39,JWEstey
128,40,CHLocke
128,43,DCAbbott
129,36,RTaschereau
130,39,JWEstey
130,40,CHLocke
130,42,JHGFauteux
130,43,DCAbbott
132,34,PKerwin
132,37,ICRand
132,38,RLKellock
132,39,JWEstey
133,34,PKerwin
133,38,RLKellock
133,39,JWEstey
133,40,CHLocke
134,36,RTaschereau
134,40,CHLocke
134,42,JHGFauteux
134,43,DCAbbott
135,36,RTaschereau
135,38,RLKellock
135,41,JRCartwright
135,42,JHGFauteux
137,37,ICRand
137,38,RLKellock
137,39,JWEstey
137,40,CHLocke
138,34,PKerwin
138,36,RTaschereau
138,41,JRCartwright
138,43,DCAbbott
139,38,RLKellock
139,40,CHLocke
139,41,JRCartwright
139,43,DCAbbott
140,34,PKerwin
140,37,ICRand
140,40,CHLocke
140,41,JRCartwright
142,34,PKerwin
142,37,ICRand
142,38,RLKellock
142,42,JHGFauteux
143,34,PKerwin
143,37,ICRand
143,41,JRCartwright
143,43,DCAbbott
144,36,RTaschereau
144,37,ICRand
144,38,RLKellock
144,41,JRCartwright
145,34,PKerwin
145,37,ICRand
145,39,JWEstey
145,41,JRCartwright
146,38,RLKellock
146,39,JWEstey
146,42,JHGFauteux
146,43,DCAbbott
149,36,RTaschereau
149,39,JWEstey
149,40,CHLocke
149,42,JHGFauteux
150,34,PKerwin
150,36,RTaschereau
150,39,JWEstey
150,40,CHLocke
151,34,PKerwin
151,36,RTaschereau
151,39,JWEstey
151,40,CHLocke
152,36,RTaschereau
152,38,RLKellock
152,40,CHLocke
152,42,JHGFauteux
153,36,RTaschereau
153,37,ICRand
153,38,RLKellock
153,43,DCAbbott
154,34,PKerwin
154,39,JWEstey
154,40,CHLocke
154,41,JRCartwright
155,36,RTaschereau
155,38,RLKellock
155,42,JHGFauteux
155,43,DCAbbott
157,34,PKerwin
157,39,JWEstey
157,40,CHLocke
157,43,DCAbbott
158,34,PKerwin
158,37,ICRand
158,38,RLKellock
158,43,DCAbbott
159,37,ICRand
159,38,RLKellock
159,39,JWEstey
159,40,CHLocke
160,37,ICRand
160,39,JWEstey
160,40,CHLocke
160,41,JRCartwright
161,34,PKerwin
161,36,RTaschereau
161,41,JRCartwright
161,43,DCAbbott
162,34,PKerwin
162,38,RLKellock
162,42,JHGFauteux
162,43,DCAbbott
163,34,PKerwin
163,39,JWEstey
163,40,CHLocke
163,41,JRCartwright
164,36,RTaschereau
164,38,RLKellock
164,42,JHGFauteux
164,43,DCAbbott
165,34,PKerwin
165,41,JRCartwright
165,42,JHGFauteux
165,43,DCAbbott
166,37,ICRand
166,38,RLKellock
166,39,JWEstey
166,40,CHLocke
167,37,ICRand
167,38,RLKellock
167,42,JHGFauteux
167,43,DCAbbott
168,36,RTaschereau
168,37,ICRand
168,38,RLKellock
168,43,DCAbbott
169,34,PKerwin
169,38,RLKellock
169,40,CHLocke
169,41,JRCartwright
170,34,PKerwin
170,38,RLKellock
170,42,JHGFauteux
170,43,DCAbbott
171,39,JWEstey
171,40,CHLocke
171,41,JRCartwright
171,43,DCAbbott
172,36,RTaschereau
172,37,ICRand
172,42,JHGFauteux
172,43,DCAbbott
173,36,RTaschereau
173,41,JRCartwright
173,42,JHGFauteux
173,43,DCAbbott
174,34,PKerwin
174,36,RTaschereau
174,42,JHGFauteux
174,43,DCAbbott
175,36,RTaschereau
175,37,ICRand
175,42,JHGFauteux
175,43,DCAbbott
176,36,RTaschereau
176,37,ICRand
176,41,JRCartwright
176,42,JHGFauteux
177,38,RLKellock
177,39,JWEstey
177,40,CHLocke
177,41,JRCartwright
178,36,RTaschereau
178,38,RLKellock
178,40,CHLocke
178,43,DCAbbott
180,34,PKerwin
180,36,RTaschereau
180,38,RLKellock
180,43,DCAbbott
181,36,RTaschereau
181,41,JRCartwright
181,42,JHGFauteux
181,43,DCAbbott
182,34,PKerwin
182,36,RTaschereau
182,38,RLKellock
182,43,DCAbbott
183,36,RTaschereau
183,37,ICRand
183,42,JHGFauteux
183,43,DCAbbott
184,36,RTaschereau
184,37,ICRand
184,42,JHGFauteux
184,43,DCAbbott
185,41,JRCartwright
185,42,JHGFauteux
186,39,JWEstey
186,42,JHGFauteux
188,34,PKerwin
188,37,ICRand
188,39,JWEstey
188,40,CHLocke
189,38,RLKellock
189,43,DCAbbott
190,38,RLKellock
190,43,DCAbbott
191,34,PKerwin
191,37,ICRand
191,40,CHLocke
191,43,DCAbbott
192,39,JWEstey
192,43,DCAbbott
193,36,RTaschereau
193,37,ICRand
193,40,CHLocke
193,42,JHGFauteux
194,36,RTaschereau
194,38,RLKellock
194,39,JWEstey
194,42,JHGFauteux
195,41,JRCartwright
195,42,JHGFauteux
197,36,RTaschereau
197,38,RLKellock
197,42,JHGFauteux
197,43,DCAbbott
198,39,JWEstey
198,43,DCAbbott
199,34,PKerwin
199,36,RTaschereau
199,41,JRCartwright
199,42,JHGFauteux
200,36,RTaschereau
200,38,RLKellock
200,40,CHLocke
200,42,JHGFauteux
201,34,PKerwin
201,36,RTaschereau
201,39,JWEstey
201,41,JRCartwright
202,40,CHLocke
202,41,JRCartwright
202,43,DCAbbott
203,34,PKerwin
203,36,RTaschereau
203,42,JHGFauteux
203,43,DCAbbott
204,34,PKerwin
204,37,ICRand
204,38,RLKellock
204,39,JWEstey
205,41,JRCartwright
205,43,DCAbbott
207,34,PKerwin
207,37,ICRand
207,41,JRCartwright
207,42,JHGFauteux
208,34,PKerwin
208,37,ICRand
208,38,RLKellock
208,43,DCAbbott
209,36,RTaschereau
209,37,ICRand
209,40,CHLocke
210,36,RTaschereau
210,41,JRCartwright
210,42,JHGFauteux
211,36,RTaschereau
211,38,RLKellock
211,39,JWEstey
211,42,JHGFauteux
212,36,RTaschereau
212,41,JRCartwright
213,37,ICRand
213,38,RLKellock
213,40,CHLocke
213,44,HGNolan
214,34,PKerwin
214,38,RLKellock
214,42,JHGFauteux
215,36,RTaschereau
215,42,JHGFauteux
215,43,DCAbbott
216,36,RTaschereau
216,37,ICRand
216,39,JWEstey
216,43,DCAbbott
217,34,PKerwin
217,40,CHLocke
217,41,JRCartwright
217,44,HGNolan
218,34,PKerwin
218,37,ICRand
218,43,DCAbbott
219,36,RTaschereau
219,38,RLKellock
219,43,DCAbbott
220,37,ICRand
220,41,JRCartwright
220,43,DCAbbott
221,39,JWEstey
221,43,DCAbbott
222,34,PKerwin
222,38,RLKellock
222,42,JHGFauteux
223,43,DCAbbott
224,34,PKerwin
224,38,RLKellock
224,41,JRCartwright
224,44,HGNolan
225,37,ICRand
225,38,RLKellock
225,40,CHLocke
225,44,HGNolan
226,37,ICRand
226,38,RLKellock
226,41,JRCartwright
226,44,HGNolan
227,34,PKerwin
227,36,RTaschereau
227,42,JHGFauteux
227,44,HGNolan
228,41,JRCartwright
228,44,HGNolan
229,36,RTaschereau
229,42,JHGFauteux
229,43,DCAbbott
230,34,PKerwin
230,36,RTaschereau
230,42,JHGFauteux
230,44,HGNolan
231,36,RTaschereau
231,38,RLKellock
231,42,JHGFauteux
231,43,DCAbbott
232,38,RLKellock
232,42,JHGFauteux
232,43,DCAbbott
232,44,HGNolan
233,34,PKerwin
233,38,RLKellock
233,40,CHLocke
233,41,JRCartwright
234,38,RLKellock
234,43,DCAbbott
235,37,ICRand
235,38,RLKellock
235,40,CHLocke
235,43,DCAbbott
236,36,RTaschereau
236,38,RLKellock
236,40,CHLocke
236,41,JRCartwright
237,34,PKerwin
237,36,RTaschereau
237,38,RLKellock
237,44,HGNolan
238,38,RLKellock
238,40,CHLocke
238,41,JRCartwright
238,44,HGNolan
239,34,PKerwin
239,37,ICRand
239,38,RLKellock
239,43,DCAbbott
240,40,CHLocke
241,38,RLKellock
241,43,DCAbbott
242,34,PKerwin
242,37,ICRand
242,38,RLKellock
242,40,CHLocke
243,38,RLKellock
243,40,CHLocke
243,43,DCAbbott
243,44,HGNolan
244,36,RTaschereau
244,38,RLKellock
244,40,CHLocke
244,42,JHGFauteux
245,37,ICRand
245,38,RLKellock
245,41,JRCartwright
245,44,HGNolan
246,37,ICRand
246,38,RLKellock
246,42,JHGFauteux
246,44,HGNolan
247,34,PKerwin
247,36,RTaschereau
247,38,RLKellock
247,43,DCAbbott
248,36,RTaschereau
248,38,RLKellock
248,41,JRCartwright
248,42,JHGFauteux
249,34,PKerwin
249,37,ICRand
249,38,RLKellock
249,43,DCAbbott
250,36,RTaschereau
250,38,RLKellock
250,42,JHGFauteux
250,43,DCAbbott
251,36,RTaschereau
251,42,JHGFauteux
251,43,DCAbbott
252,34,PKerwin
252,38,RLKellock
252,42,JHGFauteux
252,43,DCAbbott
253,37,ICRand
253,38,RLKellock
253,40,CHLocke
253,44,HGNolan
254,34,PKerwin
254,38,RLKellock
254,41,JRCartwright
254,43,DCAbbott
255,37,ICRand
255,38,RLKellock
255,40,CHLocke
255,41,JRCartwright
256,36,RTaschereau
256,38,RLKellock
256,40,CHLocke
256,41,JRCartwright
257,34,PKerwin
257,37,ICRand
257,38,RLKellock
257,40,CHLocke
258,37,ICRand
258,38,RLKellock
258,42,JHGFauteux
258,44,HGNolan
259,37,ICRand
259,38,RLKellock
259,39,JWEstey
259,42,JHGFauteux
260,36,RTaschereau
260,38,RLKellock
260,42,JHGFauteux
260,43,DCAbbott
261,38,RLKellock
261,41,JRCartwright
263,38,RLKellock
263,42,JHGFauteux
263,43,DCAbbott
263,44,HGNolan
264,37,ICRand
264,40,CHLocke
264,41,JRCartwright
264,44,HGNolan
265,36,RTaschereau
265,40,CHLocke
265,43,DCAbbott
265,44,HGNolan
266,36,RTaschereau
266,37,ICRand
266,38,RLKellock
266,40,CHLocke
266,42,JHGFauteux
266,43,DCAbbott
267,36,RTaschereau
267,42,JHGFauteux
267,43,DCAbbott
267,44,HGNolan
268,34,PKerwin
268,40,CHLocke
268,41,JRCartwright
268,44,HGNolan
269,36,RTaschereau
269,37,ICRand
269,43,DCAbbott
269,44,HGNolan
270,34,PKerwin
270,36,RTaschereau
270,38,RLKellock
270,42,JHGFauteux
271,34,PKerwin
271,36,RTaschereau
271,38,RLKellock
271,41,JRCartwright
272,34,PKerwin
272,40,CHLocke
272,41,JRCartwright
272,44,HGNolan
273,34,PKerwin
273,40,CHLocke
273,41,JRCartwright
273,44,HGNolan
274,34,PKerwin
274,37,ICRand
274,38,RLKellock
274,41,JRCartwright
275,38,RLKellock
277,38,RLKellock
277,40,CHLocke
277,41,JRCartwright
277,44,HGNolan
278,36,RTaschereau
278,41,JRCartwright
278,42,JHGFauteux
278,44,HGNolan
279,37,ICRand
279,40,CHLocke
279,42,JHGFauteux
279,43,DCAbbott
280,34,PKerwin
280,37,ICRand
280,38,RLKellock
280,41,JRCartwright
281,36,RTaschereau
281,37,ICRand
281,42,JHGFauteux
281,43,DCAbbott
282,38,RLKellock
282,44,HGNolan
283,34,PKerwin
283,36,RTaschereau
283,37,ICRand
283,38,RLKellock
283,40,CHLocke
283,41,JRCartwright
284,34,PKerwin
284,41,JRCartwright
284,42,JHGFauteux
284,44,HGNolan
285,36,RTaschereau
285,38,RLKellock
285,43,DCAbbott
285,44,HGNolan
287,37,ICRand
287,38,RLKellock
287,42,JHGFauteux
287,44,HGNolan
288,36,RTaschereau
288,42,JHGFauteux
288,43,DCAbbott
288,44,HGNolan
289,36,RTaschereau
289,38,RLKellock
289,43,DCAbbott
289,44,HGNolan
290,37,ICRand
290,40,CHLocke
290,41,JRCartwright
290,42,JHGFauteux
291,36,RTaschereau
291,37,ICRand
291,38,RLKellock
291,44,HGNolan
292,37,ICRand
292,38,RLKellock
292,40,CHLocke
292,44,HGNolan
293,34,PKerwin
293,36,RTaschereau
293,42,JHGFauteux
293,43,DCAbbott
294,42,JHGFauteux
294,43,DCAbbott
295,38,RLKellock
295,40,CHLocke
295,42,JHGFauteux
295,44,HGNolan
296,34,PKerwin
296,38,RLKellock
296,40,CHLocke
296,44,HGNolan
297,37,ICRand
297,38,RLKellock
297,40,CHLocke
297,44,HGNolan
298,34,PKerwin
298,37,ICRand
298,40,CHLocke
298,41,JRCartwright
299,34,PKerwin
299,36,RTaschereau
299,38,RLKellock
299,42,JHGFauteux
300,40,CHLocke
300,41,JRCartwright
300,43,DCAbbott
300,44,HGNolan
301,34,PKerwin
301,37,ICRand
301,40,CHLocke
301,41,JRCartwright
302,36,RTaschereau
302,42,JHGFauteux
302,43,DCAbbott
302,44,HGNolan
303,36,RTaschereau
303,38,RLKellock
303,42,JHGFauteux
303,44,HGNolan
304,34,PKerwin
304,36,RTaschereau
304,38,RLKellock
304,44,HGNolan
305,38,RLKellock
305,44,HGNolan
306,34,PKerwin
306,36,RTaschereau
306,38,RLKellock
306,42,JHGFauteux
307,34,PKerwin
307,36,RTaschereau
307,42,JHGFauteux
307,43,DCAbbott
308,38,RLKellock
308,42,JHGFauteux
308,43,DCAbbott
308,44,HGNolan
309,37,ICRand
309,38,RLKellock
309,43,DCAbbott
309,44,HGNolan
310,38,RLKellock
310,42,JHGFauteux
310,43,DCAbbott
310,44,HGNolan
311,34,PKerwin
311,38,RLKellock
311,41,JRCartwright
311,43,DCAbbott
312,34,PKerwin
312,38,RLKellock
312,41,JRCartwright
312,44,HGNolan
313,34,PKerwin
313,38,RLKellock
313,40,CHLocke
313,43,DCAbbott
314,34,PKerwin
314,37,ICRand
314,38,RLKellock
314,40,CHLocke
315,36,RTaschereau
315,37,ICRand
315,38,RLKellock
315,42,JHGFauteux
316,38,RLKellock
316,44,HGNolan
317,34,PKerwin
317,36,RTaschereau
317,38,RLKellock
317,44,HGNolan
318,38,RLKellock
318,42,JHGFauteux
319,36,RTaschereau
319,37,ICRand
319,38,RLKellock
319,43,DCAbbott
320,37,ICRand
320,38,RLKellock
320,40,CHLocke
320,44,HGNolan
321,38,RLKellock
321,42,JHGFauteux
321,43,DCAbbott
321,44,HGNolan
322,36,RTaschereau
322,38,RLKellock
322,43,DCAbbott
322,44,HGNolan
323,34,PKerwin
323,38,RLKellock
323,40,CHLocke
323,43,DCAbbott
324,36,RTaschereau
324,37,ICRand
324,38,RLKellock
324,44,HGNolan
325,34,PKerwin
325,38,RLKellock
325,41,JRCartwright
325,44,HGNolan
326,38,RLKellock
326,42,JHGFauteux
326,43,DCAbbott
326,44,HGNolan
327,36,RTaschereau
327,38,RLKellock
327,42,JHGFauteux
327,44,HGNolan
328,34,PKerwin
328,38,RLKellock
328,40,CHLocke
328,43,DCAbbott
329,36,RTaschereau
329,38,RLKellock
329,42,JHGFauteux
329,43,DCAbbott
330,37,ICRand
330,38,RLKellock
330,42,JHGFauteux
331,37,ICRand
331,38,RLKellock
331,40,CHLocke
331,44,HGNolan
332,38,RLKellock
332,40,CHLocke
332,43,DCAbbott
333,38,RLKellock
333,42,JHGFauteux
334,40,CHLocke
335,34,PKerwin
335,38,RLKellock
335,40,CHLocke
335,44,HGNolan
336,34,PKerwin
336,38,RLKellock
336,40,CHLocke
336,44,HGNolan
337,34,PKerwin
337,38,RLKellock
337,40,CHLocke
337,44,HGNolan
338,34,PKerwin
338,38,RLKellock
338,41,JRCartwright
339,34,PKerwin
339,37,ICRand
339,38,RLKellock
340,36,RTaschereau
340,38,RLKellock
340,40,CHLocke
341,38,RLKellock
341,42,JHGFauteux
341,43,DCAbbott
342,37,ICRand
342,38,RLKellock
342,40,CHLocke
343,36,RTaschereau
343,38,RLKellock
343,40,CHLocke
344,34,PKerwin
344,38,RLKellock
344,41,JRCartwright
344,44,HGNolan
345,34,PKerwin
345,38,RLKellock
345,41,JRCartwright
346,36,RTaschereau
346,38,RLKellock
346,42,JHGFauteux
347,36,RTaschereau
347,37,ICRand
347,38,RLKellock
348,34,PKerwin
348,38,RLKellock
348,43,DCAbbott
349,36,RTaschereau
349,37,ICRand
349,38,RLKellock
350,34,PKerwin
350,38,RLKellock
350,40,CHLocke
351,34,PKerwin
351,38,RLKellock
351,42,JHGFauteux
352,38,RLKellock
352,42,JHGFauteux
352,43,DCAbbott
353,38,RLKellock
353,42,JHGFauteux
353,43,DCAbbott
354,38,RLKellock
354,44,HGNolan
355,38,RLKellock
355,42,JHGFauteux
355,43,DCAbbott
356,36,RTaschereau
356,37,ICRand
356,38,RLKellock
357,38,RLKellock
357,40,CHLocke
357,43,DCAbbott
358,34,PKerwin
358,37,ICRand
358,38,RLKellock
359,38,RLKellock
359,40,CHLocke
359,42,JHGFauteux
360,34,PKerwin
360,40,CHLocke
360,41,JRCartwright
360,45,RMartland
361,34,PKerwin
361,40,CHLocke
361,41,JRCartwright
361,45,RMartland
362,34,PKerwin
362,37,ICRand
362,42,JHGFauteux
362,45,RMartland
363,37,ICRand
363,40,CHLocke
363,41,JRCartwright
363,45,RMartland
364,34,PKerwin
364,37,ICRand
364,42,JHGFauteux
364,45,RMartland
365,36,RTaschereau
365,38,RLKellock
365,43,DCAbbott
366,34,PKerwin
366,36,RTaschereau
366,38,RLKellock
367,36,RTaschereau
367,41,JRCartwright
367,45,RMartland
367,46,WJudson
368,37,ICRand
368,42,JHGFauteux
368,45,RMartland
369,36,RTaschereau
369,41,JRCartwright
369,45,RMartland
369,46,WJudson
370,34,PKerwin
370,43,DCAbbott
370,45,RMartland
370,46,WJudson
371,36,RTaschereau
371,37,ICRand
371,43,DCAbbott
371,45,RMartland
372,41,JRCartwright
372,42,JHGFauteux
372,45,RMartland
372,46,WJudson
373,34,PKerwin
373,36,RTaschereau
373,45,RMartland
374,38,RLKellock
374,41,JRCartwright
374,43,DCAbbott
375,36,RTaschereau
375,40,CHLocke
375,45,RMartland
375,46,WJudson
376,37,ICRand
376,40,CHLocke
376,42,JHGFauteux
376,46,WJudson
377,36,RTaschereau
377,37,ICRand
377,40,CHLocke
377,42,JHGFauteux
378,34,PKerwin
378,36,RTaschereau
378,42,JHGFauteux
378,43,DCAbbott
379,37,ICRand
379,41,JRCartwright
379,43,DCAbbott
379,46,WJudson
380,45,RMartland
380,46,WJudson
381,36,RTaschereau
381,37,ICRand
381,42,JHGFauteux
381,43,DCAbbott
382,36,RTaschereau
382,37,ICRand
382,40,CHLocke
382,42,JHGFauteux
383,42,JHGFauteux
383,46,WJudson
384,36,RTaschereau
384,40,CHLocke
384,42,JHGFauteux
384,43,DCAbbott
385,42,JHGFauteux
385,43,DCAbbott
385,45,RMartland
385,46,WJudson
386,36,RTaschereau
386,37,ICRand
386,41,JRCartwright
386,43,DCAbbott
387,37,ICRand
387,42,JHGFauteux
387,43,DCAbbott
387,45,RMartland
388,40,CHLocke
388,41,JRCartwright
388,42,JHGFauteux
388,43,DCAbbott
389,34,PKerwin
389,41,JRCartwright
